flightfare_key,arrivalAirportKey,available_seats
77245,Malaga,-1
77246,Malaga,-1
77247,Malaga,-1
77248,Malaga,-1
77249,Malaga,-1
77250,Malaga,-1
77251,Malaga,-1
77252,Malaga,-1
77253,Malaga,-1
77254,Malaga,-1
77255,Malaga,-1
77256,Malaga,-1
77257,Malaga,-1
77258,Malaga,-1
77259,Malaga,-1
77260,Malaga,-1
77261,Malaga,-1
77262,Malaga,-1
77263,Malaga,-1
77264,Malaga,-1
77265,Malaga,-1
77266,Malaga,-1
77267,Malaga,-1
77268,Alicante,-1
77269,Alicante,-1
77270,Alicante,-1
77271,Alicante,-1
77272,Alicante,-1
77273,Alicante,-1
77274,Alicante,-1
77275,Alicante,-1
77276,Alicante,-1
77277,Alicante,-1
77278,Alicante,-1
77279,Alicante,-1
77280,Alicante,-1
77281,Alicante,-1
77282,Alicante,-1
77283,Alicante,-1
77284,Alicante,-1
77285,Alicante,-1
77286,Alicante,-1
77287,Alicante,-1
77288,Alicante,-1
77289,Alicante,-1
77290,Alicante,-1
77291,Alicante,-1
77292,Alicante,-1
77293,Alicante,-1
77294,Alicante,-1
77320,Alicante,-1
77321,Alicante,-1
77322,Alicante,-1
77323,Alicante,-1
77324,Alicante,-1
77325,Alicante,-1
77326,Alicante,-1
77327,Alicante,-1
77328,Alicante,-1
77329,Alicante,-1
77330,Alicante,-1
77331,Alicante,-1
77332,Alicante,-1
77333,Alicante,-1
77334,Alicante,-1
77335,Alicante,-1
77336,Alicante,-1
77337,Alicante,-1
77338,Alicante,-1
77339,Alicante,-1
77340,Alicante,-1
77341,Alicante,-1
77342,Alicante,-1
77343,Alicante,-1
77344,Alicante,-1
77447,Malaga,-10
77448,Malaga,-10
77449,Malaga,-10
77450,Malaga,-10
77451,Malaga,-10
77452,Malaga,-10
77453,Malaga,-10
77454,Malaga,-10
77455,Malaga,-10
77456,Malaga,-10
77457,Malaga,-10
77458,Malaga,-10
77459,Malaga,-10
77460,Malaga,-10
77461,Malaga,-10
77462,Malaga,-10
77463,Malaga,-10
77464,Malaga,-10
77465,Malaga,-10
77466,Malaga,-10
77467,Malaga,-10
77468,Malaga,-10
77469,Malaga,-10
77470,Malaga,-10
77471,Malaga,-10
77472,Malaga,-10
77473,Malaga,-10
77474,Malaga,-10
77475,Malaga,-10
77476,Malaga,-10
77477,Malaga,-1
77478,Malaga,-1
77479,Malaga,-1
77480,Malaga,-1
77481,Malaga,-1
77482,Malaga,-1
77483,Malaga,-1
77484,Malaga,-1
77485,Malaga,-1
77486,Malaga,-1
77487,Malaga,-1
77488,Malaga,-1
77489,Malaga,-1
77490,Malaga,-1
77491,Malaga,-1
77492,Malaga,-1
77493,Malaga,-1
77494,Malaga,-1
77495,Malaga,-1
77496,Malaga,-1
77497,Malaga,-1
77498,Malaga,-1
77499,Malaga,-1
77500,Malaga,-1
77501,Malaga,-1
77502,Malaga,-1
77503,Malaga,-1
77504,Malaga,-1
77505,Malaga,-1
77506,Malaga,-1
77507,Malaga,-1
77508,Malaga,-1
77509,Malaga,-1
77510,Malaga,-1
77511,Malaga,-1
77512,Malaga,-1
77513,Malaga,-1
77514,Malaga,-1
77515,Malaga,-1
77516,Malaga,-1
77517,Malaga,-1
77518,Malaga,-1
77519,Malaga,-1
77520,Malaga,-1
77521,Malaga,-1
77522,Malaga,-1
77523,Malaga,-1
77524,Malaga,-1
77525,Malaga,-1
77526,Malaga,-1
77527,Malaga,-1
77528,Malaga,-1
77529,Malaga,-1
77530,Malaga,-1
77531,Malaga,-1
77532,Malaga,-1
77533,Malaga,-1
77534,Malaga,-1
77535,Malaga,-1
77536,Malaga,-1
77537,Alicante,-1
77538,Alicante,-1
77539,Alicante,-1
77540,Alicante,-1
77541,Alicante,-1
77542,Alicante,-1
77543,Alicante,-1
77544,Alicante,-1
77545,Alicante,-1
77546,Alicante,-1
77547,Alicante,-1
77548,Alicante,-1
77549,Alicante,-1
77550,Alicante,-1
77551,Alicante,-1
77552,Alicante,-1
77553,Alicante,-1
77554,Alicante,-1
77555,Alicante,-1
77556,Alicante,-1
77557,Alicante,-1
77558,Alicante,-1
77559,Alicante,-1
77560,Alicante,-1
77561,Brindisi,102
77562,Brindisi,102
77563,Brindisi,102
77564,Brindisi,102
77565,Brindisi,102
77566,Brindisi,102
77567,Brindisi,102
77568,Brindisi,102
77569,Brindisi,102
77570,Brindisi,102
77571,Brindisi,102
77572,Brindisi,102
77573,Brindisi,102
77574,Brindisi,102
77575,Brindisi,102
77601,Faro,90
77602,Faro,90
77603,Faro,90
77604,Faro,90
77605,Faro,90
77606,Faro,90
77607,Faro,90
77608,Faro,90
77609,Faro,90
77610,Faro,90
77611,Faro,90
77612,Faro,90
77613,Faro,90
77614,Faro,90
77615,Faro,90
77616,Faro,90
77617,Faro,90
77618,Faro,90
77619,Faro,90
77620,Faro,90
77621,Faro,90
77622,Faro,90
77623,Faro,90
77624,Faro,90
77625,Faro,90
77626,Faro,90
77627,Faro,90
77628,Faro,90
77629,Faro,90
77630,Faro,90
77631,Faro,90
77632,Faro,90
77633,Faro,90
77634,Faro,90
77635,Faro,90
77636,Faro,90
77637,Faro,90
77638,Faro,90
77639,Faro,90
77640,Faro,90
77641,Faro,90
77642,Faro,90
77643,Faro,90
77644,Faro,90
77645,Faro,90
77646,Faro,90
77647,Faro,90
77648,Faro,90
77649,Faro,90
77650,Faro,90
77651,Faro,90
77652,Faro,90
77653,Faro,90
77654,Faro,90
77655,Faro,90
77656,Faro,90
77657,Faro,90
77658,Faro,90
77659,Faro,90
77660,Faro,90
77661,Faro,90
77662,Faro,90
77663,Faro,90
77664,Faro,90
77665,Faro,90
77666,Faro,90
77667,Faro,90
77668,Faro,90
77669,Faro,90
77670,Faro,90
77671,Faro,90
77672,Faro,90
77673,Faro,90
77698,Napels,148
77699,Napels,148
77700,Napels,148
77701,Napels,148
77702,Napels,148
77703,Napels,148
77704,Napels,148
77705,Napels,148
77706,Napels,148
77707,Napels,148
77708,Napels,148
77709,Napels,148
77710,Napels,148
77711,Napels,148
77712,Napels,148
77713,Napels,148
77714,Napels,148
77715,Napels,148
77716,Napels,148
77717,Napels,148
77718,Napels,148
77719,Napels,148
77720,Napels,148
77721,Napels,148
77722,Napels,148
77723,Napels,148
77724,Napels,148
77725,Napels,148
77726,Napels,148
77727,Napels,148
77728,Napels,148
77729,Napels,148
77730,Napels,148
77731,Napels,148
77732,Napels,148
77733,Napels,148
77734,Napels,148
77735,Napels,148
77736,Napels,148
77737,Napels,148
77738,Napels,148
77739,Napels,148
77740,Napels,148
77741,Napels,148
77742,Napels,148
77743,Napels,148
77744,Napels,148
77745,Napels,148
77746,Palma,-1
77747,Palma,-1
77748,Palma,-1
77749,Palma,-1
77750,Palma,-1
77751,Palma,-1
77752,Palma,-1
77753,Palma,-1
77754,Palma,-1
77755,Palma,-1
77756,Palma,-1
77757,Palma,-1
77758,Palma,-1
77759,Palma,-1
77760,Palma,-1
77761,Palma,-1
77762,Palma,-1
77763,Palma,-1
77764,Palma,-1
77765,Palma,-1
77766,Palma,-1
77767,Palma,-1
77768,Palma,-1
77769,Palma,-1
77770,Palma,-1
77771,Palma,-1
77772,Palma,-1
77773,Palma,-1
77774,Palma,-1
77775,Palma,-1
77776,Palma,-1
77777,Palma,-1
77778,Palma,-1
77779,Palma,-1
77780,Palma,-1
77781,Palma,-1
77782,Palma,-1
77783,Palma,-1
77784,Palma,-1
77785,Palma,-1
77786,Palma,-1
77787,Palma,-1
77788,Palma,-1
77789,Palma,-1
77790,Palma,-1
77791,Palma,-1
77792,Palma,-1
77793,Palma,-1
77794,Tenerife,50
77795,Tenerife,50
77796,Tenerife,50
77797,Tenerife,50
77798,Tenerife,50
77799,Tenerife,50
77800,Tenerife,50
77801,Tenerife,50
77802,Tenerife,50
77803,Tenerife,50
77804,Tenerife,50
77805,Tenerife,50
77806,Tenerife,50
77807,Tenerife,50
77808,Tenerife,50
77809,Tenerife,50
77810,Tenerife,50
77811,Tenerife,50
77812,Tenerife,50
77813,Tenerife,50
77814,Tenerife,50
77815,Tenerife,50
77816,Tenerife,50
77817,Tenerife,50
77818,Tenerife,50
77819,Tenerife,50
77820,Tenerife,50
77821,Tenerife,50
77822,Tenerife,50
77823,Tenerife,50
77824,Tenerife,50
77825,Tenerife,50
77826,Tenerife,50
77827,Tenerife,50
77828,Tenerife,50
77829,Tenerife,50
77830,Tenerife,50
77831,Tenerife,50
77832,Tenerife,50
77833,Tenerife,50
77834,Tenerife,50
77835,Tenerife,50
77836,Tenerife,50
77837,Tenerife,50
77838,Tenerife,50
77839,Tenerife,50
77840,Tenerife,50
77841,Tenerife,50
77867,Faro,344
77868,Faro,344
77869,Faro,344
77870,Faro,344
77871,Faro,344
77872,Faro,344
77873,Faro,344
77874,Faro,344
77875,Faro,344
77876,Faro,344
77877,Faro,344
77878,Faro,344
77879,Faro,344
77880,Faro,344
77881,Faro,344
77882,Faro,344
77883,Faro,344
77884,Faro,344
77885,Faro,344
77886,Faro,344
77887,Faro,344
77888,Faro,344
77889,Faro,344
77890,Faro,344
77891,Faro,344
77892,Malaga,-1
77893,Malaga,-1
77894,Malaga,-1
77895,Malaga,-1
77896,Malaga,-1
77897,Malaga,-1
77898,Malaga,-1
77899,Malaga,-1
77900,Malaga,-1
77901,Malaga,-1
77902,Malaga,-1
77903,Malaga,-1
77904,Malaga,-1
77905,Malaga,-1
77906,Malaga,-1
77907,Malaga,-1
77908,Malaga,-1
77909,Malaga,-1
77910,Malaga,-1
77911,Malaga,-1
77912,Malaga,-1
77913,Malaga,-1
77914,Malaga,-1
77915,Malaga,-1
77916,Malaga,-1
77917,Malaga,-1
77918,Malaga,-1
77919,Malaga,-1
77920,Malaga,-1
77921,Malaga,-1
77922,Malaga,-1
77923,Malaga,-1
77924,Malaga,-1
77925,Malaga,-1
77926,Malaga,-1
77927,Malaga,-1
77928,Malaga,-1
77929,Malaga,-1
77930,Malaga,-1
77931,Malaga,-1
77932,Malaga,-1
77933,Malaga,-1
77934,Malaga,-1
77935,Malaga,-1
77936,Malaga,-1
77937,Malaga,-1
77938,Malaga,-1
77939,Malaga,-1
77940,Malaga,-1
77941,Malaga,-1
77942,Malaga,-1
77943,Malaga,-1
77944,Malaga,-1
77945,Malaga,-1
77946,Malaga,-1
77947,Malaga,-1
77948,Malaga,-1
77949,Malaga,-1
77950,Malaga,-1
77951,Malaga,-1
77952,Malaga,-1
77953,Malaga,-1
77954,Malaga,-1
77955,Malaga,-1
77956,Malaga,-1
77957,Malaga,-1
77958,Malaga,-1
77959,Malaga,-1
77960,Malaga,-1
77961,Malaga,-1
77962,Malaga,-1
77963,Malaga,-1
78039,Malaga,-1
78040,Malaga,-1
78041,Malaga,-1
78042,Malaga,-1
78043,Malaga,-1
78044,Malaga,-1
78045,Malaga,-1
78046,Malaga,-1
78047,Malaga,-1
78048,Malaga,-1
78049,Malaga,-1
78050,Malaga,-1
78051,Malaga,-1
78052,Malaga,-1
78053,Malaga,-1
78054,Malaga,-1
78055,Malaga,-1
78056,Malaga,-1
78057,Malaga,-1
78058,Malaga,-1
78059,Malaga,-1
78060,Malaga,-1
78061,Malaga,-1
78062,Malaga,-1
78063,Malaga,-1
78064,Malaga,-1
78065,Malaga,-1
78066,Malaga,-1
78067,Malaga,-1
78068,Malaga,-1
78069,Malaga,-1
78070,Malaga,-1
78071,Malaga,-1
78072,Malaga,-1
78073,Malaga,-1
78074,Malaga,-1
78075,Malaga,-1
78076,Malaga,-1
78077,Malaga,-1
78078,Malaga,-1
78079,Malaga,-1
78080,Malaga,-1
78081,Malaga,-1
78082,Malaga,-1
78083,Malaga,-1
78084,Malaga,-1
78085,Malaga,-1
78086,Malaga,-1
78087,Malaga,-1
78088,Malaga,-1
78089,Malaga,-1
78090,Malaga,-1
78091,Malaga,-1
78092,Malaga,-1
78093,Malaga,-1
78094,Malaga,-1
78095,Malaga,-1
78096,Malaga,-1
78097,Malaga,-1
78098,Malaga,-1
78099,Malaga,-1
78100,Malaga,-1
78101,Malaga,-1
78102,Malaga,-1
78103,Malaga,-1
78104,Malaga,-1
78105,Malaga,-1
78106,Malaga,-1
78107,Alicante,-1
78108,Alicante,-1
78109,Alicante,-1
78110,Alicante,-1
78111,Alicante,-1
78112,Alicante,-1
78113,Alicante,-1
78114,Alicante,-1
78115,Alicante,-1
78116,Alicante,-1
78117,Alicante,-1
78118,Alicante,-1
78119,Alicante,-1
78120,Alicante,-1
78121,Alicante,-1
78122,Alicante,-1
78123,Alicante,-1
78124,Alicante,-1
78125,Alicante,-1
78126,Alicante,-1
78127,Alicante,-1
78128,Alicante,-1
78129,Alicante,-1
78130,Alicante,-1
78131,Alicante,-1
78132,Alicante,-1
78133,Alicante,-1
78134,Alicante,-1
78135,Alicante,-1
78136,Alicante,-1
78137,Alicante,-1
78138,Alicante,-1
78139,Alicante,-1
78140,Alicante,-1
78141,Alicante,-1
78142,Alicante,-1
78143,Alicante,-1
78144,Alicante,-1
78145,Alicante,-1
78146,Alicante,-1
78147,Alicante,-1
78148,Alicante,-1
78149,Alicante,-1
78150,Alicante,-1
78151,Alicante,-1
78152,Alicante,-1
78153,Alicante,-1
78154,Alicante,-1
78155,Alicante,-1
78156,Corfu,-1
78157,Corfu,-1
78158,Corfu,-1
78159,Corfu,-1
78160,Corfu,-1
78161,Corfu,-1
78162,Corfu,-1
78163,Corfu,-1
78164,Corfu,-1
78165,Corfu,-1
78166,Corfu,-1
78167,Corfu,-1
78168,Corfu,-1
78169,Corfu,-1
78170,Corfu,-1
78171,Corfu,-1
78172,Corfu,-1
78173,Corfu,-1
78174,Corfu,-1
78175,Corfu,-1
78176,Corfu,-1
78177,Corfu,-1
78178,Corfu,-1
78179,Corfu,-1
78180,Corfu,-1
78254,Kreta,-1
78255,Kreta,-1
78256,Kreta,-1
78257,Kreta,-1
78258,Kreta,-1
78259,Kreta,-1
78260,Kreta,-1
78261,Kreta,-1
78262,Kreta,-1
78263,Kreta,-1
78264,Kreta,-1
78265,Kreta,-1
78266,Kreta,-1
78267,Kreta,-1
78268,Kreta,-1
78269,Kreta,-1
78270,Kreta,-1
78271,Kreta,-1
78272,Kreta,-1
78273,Kreta,-1
78274,Kreta,-1
78275,Kreta,-1
78276,Kreta,-1
78277,Kreta,-1
78278,Kreta,-1
78279,Kreta,-1
78280,Kreta,-1
78281,Kreta,-1
78282,Kreta,-1
78283,Kreta,-1
78284,Kreta,-1
78285,Kreta,-1
78286,Kreta,-1
78287,Kreta,-1
78288,Kreta,-1
78289,Kreta,-1
78290,Kreta,-1
78291,Kreta,-1
78292,Kreta,-1
78293,Kreta,-1
78294,Kreta,-1
78295,Kreta,-1
78296,Kreta,-1
78297,Kreta,-1
78298,Kreta,-1
78299,Kreta,-1
78300,Kreta,-1
78301,Kreta,-1
78327,Palma,-1
78328,Palma,-1
78329,Palma,-1
78330,Palma,-1
78331,Palma,-1
78332,Palma,-1
78333,Palma,-1
78334,Palma,-1
78335,Palma,-1
78336,Palma,-1
78337,Palma,-1
78338,Palma,-1
78339,Palma,-1
78340,Palma,-1
78341,Palma,-1
78342,Palma,-1
78343,Palma,-1
78344,Palma,-1
78345,Palma,-1
78346,Palma,-1
78347,Palma,-1
78348,Palma,-1
78349,Palma,-1
78350,Palma,-1
78351,Palma,-1
78352,Tenerife,-1
78353,Tenerife,-1
78354,Tenerife,-1
78355,Tenerife,-1
78356,Tenerife,-1
78357,Tenerife,-1
78358,Tenerife,-1
78359,Tenerife,-1
78360,Tenerife,-1
78361,Tenerife,-1
78362,Tenerife,-1
78363,Tenerife,-1
78364,Malaga,-1
78365,Malaga,-1
78366,Malaga,-1
78367,Malaga,-1
78368,Malaga,-1
78369,Malaga,-1
78370,Malaga,-1
78371,Malaga,-1
78372,Malaga,-1
78373,Malaga,-1
78374,Malaga,-1
78375,Malaga,-1
78376,Malaga,-1
78377,Malaga,-1
78378,Malaga,-1
78379,Malaga,-1
78380,Malaga,-1
78381,Malaga,-1
78382,Malaga,-1
78383,Malaga,-1
78384,Malaga,-1
78385,Malaga,-1
78386,Malaga,-1
78387,Malaga,-1
78388,Malaga,-1
78389,Alicante,-1
78390,Alicante,-1
78391,Alicante,-1
78392,Alicante,-1
78393,Alicante,-1
78394,Alicante,-1
78395,Alicante,-1
78396,Alicante,-1
78397,Alicante,-1
78398,Alicante,-1
78399,Alicante,-1
78400,Alicante,-1
78401,Alicante,-1
78402,Alicante,-1
78403,Alicante,-1
78404,Alicante,-1
78405,Alicante,-1
78406,Alicante,-1
78407,Alicante,-1
78408,Alicante,-1
78409,Alicante,-1
78410,Alicante,-1
78411,Alicante,-1
78412,Alicante,-1
78413,Alicante,-1
78414,Alicante,-1
78415,Alicante,-1
78416,Alicante,-1
78417,Alicante,-1
78418,Alicante,-1
78419,Alicante,-1
78420,Alicante,-1
78421,Alicante,-1
78422,Alicante,-1
78423,Alicante,-1
78424,Alicante,-1
78425,Alicante,-1
78426,Alicante,-1
78427,Alicante,-1
78428,Alicante,-1
78429,Alicante,-1
78430,Alicante,-1
78431,Alicante,-1
78432,Alicante,-1
78433,Alicante,-1
78434,Alicante,-1
78435,Alicante,-1
78436,Alicante,-1
78513,Malaga,-1
78514,Malaga,-1
78515,Malaga,-1
78516,Malaga,-1
78517,Malaga,-1
78518,Malaga,-1
78519,Malaga,-1
78520,Malaga,-1
78521,Malaga,-10
78522,Malaga,-10
78523,Malaga,-10
78524,Malaga,-10
78525,Malaga,-10
78526,Malaga,-10
78527,Malaga,-10
78528,Malaga,-10
78529,Malaga,-10
78530,Malaga,-10
78531,Malaga,-10
78532,Malaga,-10
78533,Malaga,-10
78534,Malaga,-10
78535,Malaga,-10
78536,Malaga,-10
78537,Malaga,-10
78538,Malaga,-10
78539,Malaga,-10
78540,Malaga,-10
78541,Malaga,-10
78542,Malaga,-10
78543,Malaga,-10
78544,Malaga,-10
78545,Malaga,-10
78546,Malaga,-10
78547,Malaga,-10
78548,Malaga,-10
78549,Malaga,-10
78550,Malaga,-10
78551,Malaga,-1
78552,Malaga,-1
78553,Malaga,-1
78554,Malaga,-1
78555,Malaga,-1
78556,Malaga,-1
78557,Malaga,-1
78558,Malaga,-1
78559,Malaga,-1
78560,Malaga,-1
78561,Malaga,-1
78562,Malaga,-1
78563,Malaga,-1
78564,Malaga,-1
78565,Malaga,-1
78566,Malaga,-1
78567,Malaga,-1
78568,Malaga,-1
78569,Malaga,-1
78570,Malaga,-1
78571,Malaga,-1
78572,Malaga,-1
78573,Malaga,-1
78574,Malaga,-1
78575,Malaga,-1
78576,Malaga,-1
78577,Malaga,-1
78578,Malaga,-1
78579,Malaga,-1
78580,Malaga,-1
78581,Malaga,-1
78582,Malaga,-1
78583,Malaga,-1
78584,Malaga,-1
78585,Malaga,-1
78586,Malaga,-1
78587,Malaga,-1
78588,Malaga,-1
78589,Malaga,-1
78590,Malaga,-1
78591,Malaga,-1
78592,Malaga,-1
78593,Malaga,-1
78594,Malaga,-1
78595,Malaga,-1
78596,Malaga,-1
78597,Malaga,-1
78598,Malaga,-1
78599,Malaga,-1
78600,Malaga,-1
78601,Malaga,-1
78602,Malaga,-1
78603,Malaga,-1
78604,Malaga,-1
78605,Malaga,-1
78606,Malaga,-1
78607,Malaga,-1
78608,Malaga,-1
78609,Malaga,-1
78610,Malaga,-1
78611,Alicante,-1
78612,Alicante,-1
78613,Alicante,-1
78614,Alicante,-1
78615,Alicante,-1
78616,Alicante,-1
78617,Alicante,-1
78618,Alicante,-1
78619,Alicante,-1
78620,Alicante,-1
78621,Alicante,-1
78622,Alicante,-1
78623,Alicante,-1
78624,Alicante,-1
78625,Alicante,-1
78626,Alicante,-1
78627,Alicante,-1
78628,Alicante,-1
78629,Alicante,-1
78630,Alicante,-1
78631,Alicante,-1
78632,Alicante,-1
78633,Alicante,-1
78634,Alicante,-1
78635,Brindisi,102
78636,Brindisi,102
78637,Brindisi,102
78638,Brindisi,102
78639,Brindisi,102
78640,Brindisi,102
78641,Brindisi,102
78642,Brindisi,102
78643,Brindisi,102
78644,Brindisi,102
78645,Brindisi,102
78646,Brindisi,102
78647,Brindisi,102
78648,Brindisi,102
78649,Brindisi,102
78675,Faro,90
78676,Faro,90
78677,Faro,90
78678,Faro,90
78679,Faro,90
78680,Faro,90
78681,Faro,90
78682,Faro,90
78683,Faro,90
78684,Faro,90
78685,Faro,90
78686,Faro,90
78687,Faro,90
78688,Faro,90
78689,Faro,90
78690,Faro,90
78691,Faro,90
78692,Faro,90
78693,Faro,90
78694,Faro,90
78695,Faro,90
78696,Faro,90
78697,Faro,90
78698,Faro,90
78699,Faro,90
78700,Faro,90
78701,Faro,90
78702,Faro,90
78703,Faro,90
78704,Faro,90
78705,Faro,90
78706,Faro,90
78707,Faro,90
78708,Faro,90
78709,Faro,90
78710,Faro,90
78711,Faro,90
78712,Faro,90
78713,Faro,90
78714,Faro,90
78715,Faro,90
78716,Faro,90
78717,Faro,90
78718,Faro,90
78719,Faro,90
78720,Faro,90
78721,Faro,90
78722,Faro,90
78723,Faro,90
78724,Faro,90
78725,Faro,90
78726,Faro,90
78727,Faro,90
78728,Faro,90
78729,Faro,90
78730,Faro,90
78731,Faro,90
78732,Faro,90
78733,Faro,90
78734,Faro,90
78735,Faro,90
78736,Faro,90
78737,Faro,90
78738,Faro,90
78739,Faro,90
78740,Faro,90
78741,Faro,90
78742,Faro,90
78743,Faro,90
78744,Faro,90
78745,Faro,90
78746,Faro,90
78747,Faro,90
78772,Napels,148
78773,Napels,148
78774,Napels,148
78775,Napels,148
78776,Napels,148
78777,Napels,148
78778,Napels,148
78779,Napels,148
78780,Napels,148
78781,Napels,148
78782,Napels,148
78783,Napels,148
78784,Napels,148
78785,Napels,148
78786,Napels,148
78787,Napels,148
78788,Napels,148
78789,Napels,148
78790,Napels,148
78791,Napels,148
78792,Napels,148
78793,Napels,148
78794,Napels,148
78795,Napels,148
78796,Napels,148
78797,Napels,148
78798,Napels,148
78799,Napels,148
78800,Napels,148
78801,Napels,148
78802,Napels,148
78803,Napels,148
78804,Napels,148
78805,Napels,148
78806,Napels,148
78807,Napels,148
78808,Napels,148
78809,Napels,148
78810,Napels,148
78811,Napels,148
78812,Napels,148
78813,Napels,148
78814,Napels,148
78815,Napels,148
78816,Napels,148
78817,Napels,148
78818,Napels,148
78819,Napels,148
78820,Palma,-1
78821,Palma,-1
78822,Palma,-1
78823,Palma,-1
78824,Palma,-1
78825,Palma,-1
78826,Palma,-1
78827,Palma,-1
78828,Palma,-1
78829,Palma,-1
78830,Palma,-1
78831,Palma,-1
78832,Palma,-1
78833,Palma,-1
78834,Palma,-1
78835,Palma,-1
78836,Palma,-1
78837,Palma,-1
78838,Palma,-1
78839,Palma,-1
78840,Palma,-1
78841,Palma,-1
78842,Palma,-1
78843,Palma,-1
78844,Palma,-1
78845,Palma,-1
78846,Palma,-1
78847,Palma,-1
78848,Palma,-1
78849,Palma,-1
78850,Palma,-1
78851,Palma,-1
78852,Palma,-1
78853,Palma,-1
78854,Palma,-1
78855,Palma,-1
78856,Palma,-1
78857,Palma,-1
78858,Palma,-1
78859,Palma,-1
78860,Palma,-1
78861,Palma,-1
78862,Palma,-1
78863,Palma,-1
78864,Palma,-1
78865,Palma,-1
78866,Palma,-1
78867,Palma,-1
78868,Tenerife,50
78869,Tenerife,50
78870,Tenerife,50
78871,Tenerife,50
78872,Tenerife,50
78873,Tenerife,50
78874,Tenerife,50
78875,Tenerife,50
78876,Tenerife,50
78877,Tenerife,50
78878,Tenerife,50
78879,Tenerife,50
78880,Tenerife,50
78881,Tenerife,50
78882,Tenerife,50
78883,Tenerife,50
78884,Tenerife,50
78885,Tenerife,50
78886,Tenerife,50
78887,Tenerife,50
78888,Tenerife,50
78889,Tenerife,50
78890,Tenerife,50
78891,Tenerife,50
78892,Tenerife,50
78893,Tenerife,50
78894,Tenerife,50
78895,Tenerife,50
78896,Tenerife,50
78897,Tenerife,50
78898,Tenerife,50
78899,Tenerife,50
78900,Tenerife,50
78901,Tenerife,50
78902,Tenerife,50
78903,Tenerife,50
78904,Tenerife,50
78905,Tenerife,50
78906,Tenerife,50
78907,Tenerife,50
78908,Tenerife,50
78909,Tenerife,50
78910,Tenerife,50
78911,Tenerife,50
78912,Tenerife,50
78913,Tenerife,50
78914,Tenerife,50
78915,Tenerife,50
78943,Faro,344
78944,Faro,344
78945,Faro,344
78946,Faro,344
78947,Faro,344
78948,Faro,344
78949,Faro,344
78950,Faro,344
78951,Faro,344
78952,Faro,344
78953,Faro,344
78954,Faro,344
78955,Faro,344
78956,Faro,344
78957,Faro,344
78958,Faro,344
78959,Faro,344
78960,Faro,344
78961,Faro,344
78962,Faro,344
78963,Faro,344
78964,Faro,344
78965,Faro,344
78966,Faro,344
78967,Faro,344
78968,Malaga,-1
78969,Malaga,-1
78970,Malaga,-1
78971,Malaga,-1
78972,Malaga,-1
78973,Malaga,-1
78974,Malaga,-1
78975,Malaga,-1
78976,Malaga,-1
78977,Malaga,-1
78978,Malaga,-1
78979,Malaga,-1
78980,Malaga,-1
78981,Malaga,-1
78982,Malaga,-1
78983,Malaga,-1
78984,Malaga,-1
78985,Malaga,-1
78986,Malaga,-1
78987,Malaga,-1
78988,Malaga,-1
78989,Malaga,-1
78990,Malaga,-1
78991,Malaga,-1
78992,Malaga,-1
78993,Malaga,-1
78994,Malaga,-1
78995,Malaga,-1
78996,Malaga,-1
78997,Malaga,-1
78998,Malaga,-1
78999,Malaga,-1
79000,Malaga,-1
79001,Malaga,-1
79002,Malaga,-1
79003,Malaga,-1
79004,Malaga,-1
79005,Malaga,-1
79006,Malaga,-1
79007,Malaga,-1
79008,Malaga,-1
79009,Malaga,-1
79010,Malaga,-1
79011,Malaga,-1
79012,Malaga,-1
79013,Malaga,-1
79014,Malaga,-1
79015,Malaga,-1
79016,Malaga,-1
79017,Malaga,-1
79018,Malaga,-1
79019,Malaga,-1
79020,Malaga,-1
79021,Malaga,-1
79022,Malaga,-1
79023,Malaga,-1
79024,Malaga,-1
79025,Malaga,-1
79026,Malaga,-1
79027,Malaga,-1
79028,Malaga,-1
79029,Malaga,-1
79030,Malaga,-1
79031,Malaga,-1
79032,Malaga,-1
79033,Malaga,-1
79034,Malaga,-1
79035,Malaga,-1
79036,Malaga,-1
79037,Malaga,-1
79038,Malaga,-1
79039,Malaga,-1
79115,Malaga,-1
79116,Malaga,-1
79117,Malaga,-1
79118,Malaga,-1
79119,Malaga,-1
79120,Malaga,-1
79121,Malaga,-1
79122,Malaga,-1
79123,Malaga,-1
79124,Malaga,-1
79125,Malaga,-1
79126,Malaga,-1
79127,Malaga,-1
79128,Malaga,-1
79129,Malaga,-1
79130,Malaga,-1
79131,Malaga,-1
79132,Malaga,-1
79133,Malaga,-1
79134,Malaga,-1
79135,Malaga,-1
79136,Malaga,-1
79137,Malaga,-1
79138,Malaga,-1
79139,Malaga,-1
79140,Malaga,-1
79141,Malaga,-1
79142,Malaga,-1
79143,Malaga,-1
79144,Malaga,-1
79145,Malaga,-1
79146,Malaga,-1
79147,Malaga,-1
79148,Malaga,-1
79149,Malaga,-1
79150,Malaga,-1
79151,Malaga,-1
79152,Malaga,-1
79153,Malaga,-1
79154,Malaga,-1
79155,Malaga,-1
79156,Malaga,-1
79157,Malaga,-1
79158,Malaga,-1
79159,Malaga,-1
79160,Malaga,-1
79161,Malaga,-1
79162,Malaga,-1
79163,Malaga,-1
79164,Malaga,-1
79165,Malaga,-1
79166,Malaga,-1
79167,Malaga,-1
79168,Malaga,-1
79169,Malaga,-1
79170,Malaga,-1
79171,Malaga,-1
79172,Malaga,-1
79173,Malaga,-1
79174,Malaga,-1
79175,Malaga,-1
79176,Malaga,-1
79177,Malaga,-1
79178,Malaga,-1
